43.0,7000.0,53.74
43.0,7250.0,54.59
43.0,7500.0,49.76
43.0,7750.0,40.22
43.0,8000.0,55.11
43.0,8250.0,39.94
44.0,6000.0,49.38
44.0,6250.0,47.37
44.0,6500.0,52.87
44.0,6750.0,45.53
44.0,7000.0,39.73
44.0,7250.0,49.87
44.0,7500.0,42.68
44.0,7750.0,46.94
44.0,8000.0,48.99
44.0,8250.0,37.6
45.0,6000.0,50.88
45.0,6250.0,40.89
45.0,6500.0,55.46
45.0,6750.0,54.92
45.0,7000.0,58.68
45.0,7250.0,43.35
45.0,7500.0,50.97
45.0,7750.0,48.52
45.0,8000.0,55.21
45.0,8250.0,41.92
46.0,6000.0,45.05
46.0,6250.0,44.63
46.0,6500.0,61.19
46.0,6750.0,51.65
46.0,7000.0,33.45
46.0,7250.0,46.22
46.0,7500.0,58.01
46.0,7750.0,49.05
46.0,8000.0,50.94
46.0,8250.0,36.39
47.0,6000.0,52.33
47.0,6250.0,56.34
47.0,6500.0,56.92
47.0,6750.0,53.39
47.0,7000.0,47.39
47.0,7250.0,43.65
47.0,7500.0,55.99
47.0,7750.0,61.49
47.0,8000.0,55.25
47.0,8250.0,51.51
48.0,6000.0,54.01
48.0,6250.0,45.89
48.0,6500.0,45.75
48.0,6750.0,53.85
48.0,7000.0,59.7
48.0,7250.0,47.24
48.0,7500.0,52.72
48.0,7750.0,50.51
48.0,8000.0,49.06
48.0,8250.0,63.85
49.0,6000.0,40.24
49.0,6250.0,45.24
49.0,6500.0,43.02
49.0,6750.0,49.76
49.0,7000.0,52.0
49.0,7250.0,47.64
49.0,7500.0,55.01
49.0,7750.0,56.94
49.0,8000.0,47.62
49.0,8250.0,55.53
50.0,6000.0,50.65
50.0,6250.0,40.85
50.0,6500.0,58.82
50.0,6750.0,36.58
50.0,7000.0,46.0
50.0,7250.0,38.03
50.0,7500.0,47.42
50.0,7750.0,45.34
50.0,8000.0,43.37
50.0,8250.0,60.23
51.0,6000.0,46.04
51.0,6250.0,46.07
51.0,6500.0,37.06
51.0,6750.0,40.71
51.0,7000.0,41.13
51.0,7250.0,57.3
51.0,7500.0,53.11
51.0,7750.0,59.32
51.0,8000.0,54.81
51.0,8250.0,52.86
52.0,6000.0,45.71
52.0,6250.0,51.18
52.0,6500.0,48.52
52.0,6750.0,54.83
52.0,7000.0,41.66
52.0,7250.0,42.14
52.0,7500.0,67.69
52.0,7750.0,41.05
52.0,8000.0,53.6
52.0,8250.0,43.41
53.0,6000.0,25.11
53.0,6250.0,43.57
53.0,6500.0,48.58
53.0,6750.0,56.56
53.0,7000.0,41.31
53.0,7250.0,37.98
53.0,7500.0,51.81
53.0,7750.0,39.67
53.0,8000.0,49.84
53.0,8250.0,54.86
54.0,6000.0,73.8
54.0,6250.0,53.65
54.0,6500.0,55.44
54.0,6750.0,61.53
54.0,7000.0,63.83
54.0,7250.0,60.48
54.0,7500.0,47.21
54.0,7750.0,52.12
54.0,8000.0,46.15
54.0,8250.0,53.49
55.0,6000.0,49.39
55.0,6250.0,42.26
55.0,6500.0,46.88
55.0,6750.0,46.84
55.0,7000.0,58.86
55.0,7250.0,54.67
55.0,7500.0,56.41
55.0,7750.0,55.43
55.0,8000.0,58.66
55.0,8250.0,42.85
56.0,6000.0,40.85
56.0,6250.0,50.37
56.0,6500.0,54.66
56.0,6750.0,34.96
56.0,7000.0,58.66
56.0,7250.0,64.15
56.0,7500.0,38.73
56.0,7750.0,50.71
56.0,8000.0,55.26
56.0,8250.0,44.61
57.0,6000.0,49.13
57.0,6250.0,54.67
57.0,6500.0,53.71
57.0,6750.0,60.67
57.0,7000.0,41.76
57.0,7250.0,38.93
57.0,7500.0,54.71
57.0,7750.0,50.04
57.0,8000.0,54.32
57.0,8250.0,57.1
58.0,6000.0,51.87
58.0,6250.0,55.78
58.0,6500.0,49.19
58.0,6750.0,58.86
58.0,7000.0,54.4
58.0,7250.0,49.84
58.0,7500.0,44.49
58.0,7750.0,61.48
58.0,8000.0,51.45
58.0,8250.0,38.12
59.0,6000.0,27.78
59.0,6250.0,47.5
59.0,6500.0,63.99
59.0,6750.0,46.11
59.0,7000.0,35.66
59.0,7250.0,38.38
59.0,7500.0,48.65
59.0,7750.0,51.55
59.0,8000.0,43.91
59.0,8250.0,50.27
60.0,6000.0,4.71
60.0,6250.0,46.64
60.0,6500.0,38.88
60.0,6750.0,57.72
60.0,7000.0,49.65
60.0,7250.0,43.57
60.0,7500.0,32.8
60.0,7750.0,50.48
60.0,8000.0,66.95
60.0,8250.0,64.4
